claimsPerMember,totalClaims,claimDensity,expansionNeed,members,settlements,housingShortage,farmShortage,paddockShortage,mineShortage,shrineNeed,avgProsperity,avgSpirituality,avgArmament,dominance,enemyPressure,localFood,localWood,localStone,localIron,localAnimals,agentProsperity,agentLoad,hasHome
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.144189,0.508103,0.6161839,0,0.5738197,0,1,1,0.3888889,0,0.7911111,0.6060164,0.1225778,1,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.144189,0.508103,0.6161839,0,0.5738197,0,1,1,0.1888889,0,0.7355556,0.4530641,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.144189,0.508103,0.6161839,0,0.5738197,0,1,1,0.04444444,0,0.9422222,0.4389387,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.144189,0.508103,0.6161839,0,0.5738197,0,1,1,0.8222222,0.375,1,0.4496548,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.144189,0.508103,0.6161839,0,0.5738197,0,1,1,0.3888889,0,0.7911111,0.4774349,0.1239111,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.144189,0.508103,0.6161839,0,0.5738197,0,1,1,0.04444444,0,0.9422222,0.4545157,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.144189,0.508103,0.6161839,0,0.5738197,0,1,1,0.04444444,0,1,0.4615557,0.01564444,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.144189,0.508103,0.6161839,0,0.5738197,0,0.7087111,0.7099429,0.3888889,0,0.4266667,0.459597,0.04613333,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1597446,0.5050259,0.6049839,0,0.5732322,0,1,1,0.3555556,0,1,0.53714,0,1,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1597446,0.5050259,0.6049839,0,0.5732322,0,1,1,0.3555556,0,1,0.5961776,0.09342222,1,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1597446,0.5050259,0.6049839,0,0.5732322,0,1,1,0.3888889,0,0.8644444,0.5908691,0.1385778,1,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1597446,0.5050259,0.6049839,0,0.5732322,0,1,1,0,0,1,0.4697801,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1597446,0.5050259,0.6049839,0,0.5732322,0,1,1,0.04444444,0,1,0.4547171,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1597446,0.5050259,0.6049839,0,0.5732322,0,0.8359111,0.9695429,0.1888889,0,0.6177778,0.427184,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1597446,0.5050259,0.6049839,0,0.5732322,0,1,1,0.04444444,0,1,0.4934446,0.1239111,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1597446,0.5050259,0.6049839,0,0.5732322,0,1,1,0,0,1,0.4704156,0.0296,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1597446,0.5050259,0.6049839,0,0.5732322,0,1,1,0.07777778,0,1,0.5337136,0.09137778,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1597446,0.5050259,0.6049839,0,0.5732322,0,1,1,0.2444444,0,1,0.476817,0.04613333,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1753001,0.5066107,0.5937839,0,0.5735348,0,1,1,0.3555556,0,1,0.5265187,0,1,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1753001,0.5066107,0.5937839,0,0.5735348,0,1,1,0.3888889,0,0.9377778,0.5885793,0.09342222,1,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1753001,0.5066107,0.5937839,0,0.5735348,0,1,1,0.3555556,0,1,0.5790017,0.1385778,1,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1753001,0.5066107,0.5937839,0,0.5735348,0,1,1,0,0,1,0.4595491,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1753001,0.5066107,0.5937839,0,0.5735348,0,1,1,0.5,0.1666667,1,0.4443771,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1753001,0.5066107,0.5937839,0,0.5735348,0,0.7678222,0.9824,0.1888889,0,0.6733333,0.4661505,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1753001,0.5066107,0.5937839,0,0.5735348,0,1,1,0.2,0,1,0.4886359,0.1239111,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1753001,0.5066107,0.5937839,0,0.5735348,0,1,1,0,0,1,0.5148692,0.0296,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1753001,0.5066107,0.5937839,0,0.5735348,0,1,1,0.6444444,0.1666667,1,0.5239855,0,0,0
1,0.2291667,1,0,0.08333333,0.08333333,0.6,1,1,1,0.1753001,0.5066107,0.5937839,0,0.5735348,0,1,1,0.3555556,0,1,0.4744402,0.04613333,0,0
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0.3888889,0,1,0.4127164,0.2703111,1,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0.3555556,0,1,0.3363211,0.2173333,1,2
0.6923077,0.2,1,0,0.1083333,0.08333333,1,1,1,1,0.5228356,0.292948,0.3435584,0,0.4769264,0.001,0.712,0.9636571,0,0,0.84,0.316138,0.1458667,0,1
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0.3555556,0,1,0.4840324,0,1,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.5423111,0.7756571,0.1666667,0.1666667,0.7066667,0.3231055,0.1333333,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.5423111,0.7756571,0.1666667,0.1666667,0.7066667,0.330382,0.1948444,0,2
0.6923077,0.2,1,0,0.1083333,0.08333333,1,1,1,1,0.5228356,0.292948,0.3435584,0,0.4769264,0.001,0.712,0.9636571,0,0,0.84,0.3245041,0.1222222,0,1
0.6923077,0.2,1,0,0.1083333,0.08333333,1,1,1,1,0.5228356,0.292948,0.3435584,0,0.4769264,0.001,0.9685333,1,0,0,1,0.3527518,0.2785778,0,1
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0.08888889,0,1,0.4874837,0.09342222,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.4987556,0.7250857,0.6111111,0.2916667,0.6733333,0.3359271,0.1888889,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.5423111,0.7756571,0.1666667,0.1666667,0.7066667,0.3365808,0.2909333,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.4987556,0.7250857,0.6111111,0.2916667,0.6733333,0.3118568,0.1555556,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0.04444444,0,1,0.4736003,0.1385778,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.06515556,0.3126286,0.4444444,0.08333333,0.2333333,0.3116838,0.1333333,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.4987556,0.7250857,0.8666667,0.2916667,0.6733333,0.3084591,0.1333333,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.4987556,0.7250857,0.3888889,0.2916667,0.6733333,0.3864172,0.2776889,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0,0,1,0.4688035,0.08426667,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0.8222222,0.375,1,0.4962915,0.1472,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.5423111,0.7756571,0.1666667,0.1666667,0.7066667,0.3142174,0.2222222,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.4845333,0.6382286,0.5888889,0.2916667,0.6066667,0.3050538,0.1885333,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0.1,0,1,0.3903389,0,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.5423111,0.7756571,0.1666667,0.1666667,0.7066667,0.3109044,0.1617778,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.5312,0.7899429,0.1666667,0.1666667,0.7066667,0.3298129,0.2854222,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.1340444,0.3959429,0.2111111,0.1666667,0.3688889,0.3177033,0.1777778,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0.6444444,0.1666667,1,0.415664,0.2222222,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.7063111,0.8916571,0,0,0.8066667,0.3066755,0.08888889,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.4480889,0.6019429,0.5333333,0.2916667,0.5733333,0.338054,0.1992889,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.4987556,0.7250857,0.3888889,0.2916667,0.6733333,0.3269565,0.1666667,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0,0,1,0.4265188,0.0296,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.1340444,0.3959429,0.2111111,0.1666667,0.3688889,0.3216026,0.1111111,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.7555556,0.9999429,0,0,0.8733333,0.3329653,0.1572444,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.068,0.3489143,0.2222222,0.1666667,0.2666667,0.3257173,0.2173333,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.4845333,0.6382286,0.5888889,0.2916667,0.6066667,0.3211861,0.1615111,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0.7888889,0.375,1,0.3802659,0,0,2
0.6923077,0.2,1,0,0.1083333,0.08333333,1,1,1,1,0.5228356,0.292948,0.3435584,0,0.4769264,0.001,0.4480889,0.6019429,0.5333333,0.2916667,0.5733333,0.3388018,0.1,0,1
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.4987556,0.7250857,0.6333333,0.2916667,0.6733333,0.3482819,0.1888889,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.7063111,0.8916571,0,0,0.8066667,0.3021327,0.1615111,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,1,1,0.6444444,0.1666667,1,0.4011225,0.04613333,0,2
0.130538,0.2291667,1,0.7473201,0.6583333,0.08333333,0.9493671,1,1,1,0.5091032,0.3024275,0.3534457,0,0.509842,0.001,0.4845333,0.6382286,0.8222222,0.2916667,0.6066667,0.3116411,0.1222222,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0.3888889,0,1,0.3797905,0.2703111,1,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0.3555556,0,1,0.3059234,0.2173333,1,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.7498667,0.7272,0,0,0.6866667,0.3121242,0.1458667,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0.3555556,0,1,0.4585021,0,1,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.8090667,0.9749143,0,0,0.7933333,0.3059582,0.1333333,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.5272,0.7001143,0.4222222,0.2916667,0.6866667,0.3209158,0.04444444,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.8090667,0.9749143,0,0,0.7933333,0.3004388,0.1948444,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.7498667,0.7272,0,0,0.6866667,0.3182836,0.1222222,0,2
1,0.2,1,0,0.06666667,0.08333333,0.75,1,1,1,0.5791124,0.2825522,0.303039,0,0.4799418,0.001,0.5721778,0.7512,0.1666667,0.1666667,0.7222222,0.3390067,0.2008,0,1
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0.3444444,0,1,0.4626101,0.1506667,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.5366222,0.5585714,0.1666667,0.1666667,0.5444444,0.3080957,0.1888889,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.07511111,0.3162286,0.2222222,0.1666667,0.2488889,0.3082359,0.2909333,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0.07777778,0,1,0.4509578,0.1385778,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.7498667,0.7272,0,0,0.6866667,0.3753578,0.2776889,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0,0,1,0.466955,0.1167111,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,1,0.5416667,1,0.4753669,0.1472,0,2
1,0.2,1,0,0.06666667,0.08333333,0.75,1,1,1,0.5791124,0.2825522,0.303039,0,0.4799418,0.001,0.5721778,0.7512,0.1666667,0.1666667,0.7222222,0.3426198,0.1,1,1
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0,0,1,0.3696885,0,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.5551111,0.6633143,0.1666667,0.1666667,0.6511111,0.3198257,0.2854222,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0.7888889,0.375,1,0.393683,0.2222222,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0,0,1,0.4006901,0.09626667,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.7498667,0.7272,0,0,0.6866667,0.3183178,0.1572444,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.5721778,0.7512,0.1666667,0.1666667,0.7222222,0.3098669,0.2173333,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0.6111111,0,1,0.3596237,0,0,2
1,0.2,1,0,0.06666667,0.08333333,0.75,1,1,1,0.5791124,0.2825522,0.303039,0,0.4799418,0.001,0.5272,0.7001143,0.6333333,0.2916667,0.6866667,0.345075,0.1,0,1
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,0.4916444,0.5074857,0.3666667,0.2916667,0.5088889,0.3160256,0.1888889,0,2
0.1227679,0.2291667,1,0.7619048,0.7,0.08333333,0.952381,1,1,1,0.5487283,0.2808521,0.3249156,0,0.5034062,0.001,1,1,0.6111111,0,1,0.3516035,0,0,2
0.1171875,0.2291667,1,0.7724138,0.7333333,0.08333333,0.9545455,1,1,1,0.5883983,0.2737597,0.2963533,0,0.5003882,0.001,1,1,0.3888889,0,1,0.3714209,0.2703111,1,2
0.9,0.2,1,0,0.08333333,0.08333333,1,1,1,1,0.5963963,0.2784069,0.2905947,0,0.4684231,0,1,1,0.3222222,0.375,1,0.3574406,0.3725333,0,0
0.1171875,0.2291667,1,0.7724138,0.7333333,0.08333333,0.9545455,1,1,1,0.5883983,0.2737597,0.2963533,0,0.5003882,0.001,1,1,0,0,1,0.3020215,0.1458667,0,2
